gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B-cells	Endothelial	Fibroblast	Macrophages	Neuron	RBC	T-cells	Unknown	VSMC
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0186F8AED	0.01	0.004	0.058	0.01	0.031	0.0	0.067	0.0	0.031
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS0BCCDFA7A	0.09	0.181	0.192	0.192	0.022	0.015	0.05	0.079	0.1
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0431D2256	0.01	0.004	0.058	0.01	0.031	0.0	0.067	0.0	0.031
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS047CD2E9F	0.01	0.004	0.058	0.01	0.031	0.0	0.067	0.0	0.031
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	0.002	0.31	0.616	0.016	0.355	0.0	0.016	0.0	0.609
PROS1	P07225	False	PROS_HUMAN		CPI-SS09C4988F8	0.002	0.31	0.616	0.016	0.355	0.0	0.016	0.0	0.609
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	0.01	0.012	0.015	1.691	0.022	0.021	0.011	0.017	0.014
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0DFA98A14	0.01	0.012	0.015	1.691	0.022	0.021	0.011	0.017	0.014
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	0.278	0.296	0.199	0.287	0.034	0.031	0.015	0.272	0.012
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	1.989	0.214	0.12	2.303	0.203	0.261	2.314	2.248	0.191
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	1.989	0.214	0.12	2.303	0.203	0.261	2.314	2.248	0.191
MET	P08581	False	MET_HUMAN		CPI-SS07F60834D	0.0	0.074	0.019	0.0	0.0	0.0	0.0	0.0	0.0
CD48	P09326	False	CD48_HUMAN		CPI-SS056FF4363	1.179	1.22	1.358	1.667	1.932	0.133	1.346	1.315	1.201
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0D954EA1C	0.005	0.022	0.395	0.016	0.372	0.0	0.002	0.0	1.642
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	0.0	0.0	0.0	0.096	0.0	0.0	0.0	0.0	0.0
KIT	P10721	False	KIT_HUMAN		CPI-SS02D7A1DDE	0.003	0.022	0.045	0.163	0.0	0.003	0.014	0.0	0.026
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0EDAE16B6	0.001	0.046	0.0	0.009	0.0	0.009	0.005	0.021	0.005
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.0	0.0	0.004	0.005	0.0	0.017	0.256	0.144	0.003
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.003	0.008	0.004	0.012	0.035	0.006	0.179	0.375	0.006
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.0	0.0	0.004	0.005	0.0	0.017	0.256	0.144	0.003
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.003	0.008	0.004	0.012	0.035	0.006	0.179	0.375	0.006
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0EB5AEC83	0.728	0.044	0.039	0.392	0.056	0.102	0.749	1.075	0.022
SELP	P16109	False	LYAM3_HUMAN		CPI-SS015E1E2C6	0.001	0.141	0.0	0.012	0.0	0.004	0.02	0.04	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS087321EB5	0.728	0.044	0.039	0.392	0.056	0.102	0.749	1.075	0.022
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	0.001	0.141	0.0	0.012	0.0	0.004	0.02	0.04	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS086A1C18B	0.0	0.022	0.003	0.0	0.0	0.0	0.001	0.0	0.003
SELE	P16581	False	LYAM2_HUMAN		CPI-SS04F90EE0D	0.0	0.022	0.003	0.0	0.0	0.0	0.001	0.0	0.003
NPR1	P16066	False	ANPRA_HUMAN		CPI-SS0A1864A37	0.001	0.228	0.145	0.013	0.0	0.0	0.003	0.0	0.004
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS0EB4002A2	0.0	0.011	0.006	0.0	0.022	0.0	0.0	0.0	0.0
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS06B94F144	0.003	0.31	0.129	0.0	0.11	0.0	0.003	0.0	0.003
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS05F0AFA81	0.0	0.011	0.006	0.0	0.022	0.0	0.0	0.0	0.0
SPN	P16150	False	LEUK_HUMAN		CPI-SS02A170A99	0.026	0.027	0.022	1.282	0.031	0.029	0.708	0.367	0.013
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS03CC15FF3	0.001	0.008	1.22	0.006	0.0	0.0	0.003	0.0	0.0
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS03A3EE72E	0.001	0.934	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0F972435E	0.001	0.934	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0273C9AED	0.001	1.084	0.014	0.02	0.0	0.0	0.006	0.0	0.006
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C7915758	0.0	0.0	0.006	0.063	0.0	0.0	0.0	0.0	0.0
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS09A3A441F	0.009	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF8	P28908	False	TNR8_HUMAN		CPI-SS0412C803A	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.005	0.01	0.003	0.014	0.0	0.023	0.295	0.238	0.013
AXL	P30530	False	UFO_HUMAN		CPI-SS0D0252D87	0.004	0.006	0.792	0.076	0.339	0.0	0.002	0.0	0.286
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	0.001	0.0	0.023	0.008	0.0	0.0	0.004	0.0	0.004
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.004	0.006	0.792	0.076	0.339	0.0	0.002	0.0	0.286
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.0	0.0	0.016	0.0	0.082	0.0	0.002	0.0	0.013
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	0.0	0.033	0.018	0.007	0.055	0.0	0.001	0.0	0.049
APLNR	P35414	False	APJ_HUMAN		CPI-SS0D8148841	0.0	0.208	0.0	0.0	0.0	0.0	0.002	0.0	0.006
FLT3	P36888	False	FLT3_HUMAN		CPI-SS076FEB261	0.001	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0
LTBR	P36941	False	TNR3_HUMAN		CPI-SS06CBC985C	0.003	0.425	0.447	0.304	0.226	0.0	0.007	0.0	0.333
CMKLR1	Q99788	False	CML1_HUMAN		CPI-SS07D56EB05	0.002	0.063	0.141	0.067	0.0	0.0	0.002	0.0	0.003
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.003
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS032E9A219	0.0	0.0	0.003	0.127	0.0	0.0	0.035	0.0	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EF1A7415	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0B337B316	0.002	0.525	0.067	0.008	0.034	0.0	0.0	0.0	0.004
TEK	Q02763	False	TIE2_HUMAN		CPI-SS00BBA318F	0.002	0.525	0.067	0.008	0.034	0.0	0.0	0.0	0.004
SEMA5A	Q13591	False	SEM5A_HUMAN		CPI-SS0D00AAD2F	0.001	0.0	0.084	0.0	0.0	0.0	0.001	0.0	0.265
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.014	0.012	0.014	0.008	0.096	0.009	0.01	0.022	0.008
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.0	0.003	0.018	0.006	0.0	0.0	0.0	0.0	0.008
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.003	0.411	0.004	0.023	0.0	0.0	0.003	0.0	0.896
TNFSF18	Q9UNG2	False	TNF18_HUMAN		CPI-SS0FF51A757	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS028784FC6	0.01	0.004	0.058	0.01	0.031	0.0	0.067	0.0	0.031
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.01	0.004	0.058	0.01	0.031	0.0	0.067	0.0	0.031
GAL	P22466	False	GALA_HUMAN		CPI-SS072B19293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031
GAL	P22466	False	GALA_HUMAN		CPI-SS0F8ABC300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.002	0.006	0.0	0.014	0.0	0.014	0.339	0.071	0.002
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.004	0.009	0.003	0.007	0.0	0.019	0.362	0.178	0.009
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.002
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.0	0.008	0.036	0.0	0.0	0.0	0.001	0.0	0.003
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS00550260E	0.0	0.008	0.036	0.0	0.0	0.0	0.001	0.0	0.003
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.0	0.008	0.036	0.0	0.0	0.0	0.001	0.0	0.003
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0C5E9FBFB	0.0	0.008	0.036	0.0	0.0	0.0	0.001	0.0	0.003
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS03859E16F	0.0	0.008	0.036	0.0	0.0	0.0	0.001	0.0	0.003
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.0	0.008	0.036	0.0	0.0	0.0	0.001	0.0	0.003
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS09C06644C	0.001	0.009	0.0	0.073	0.291	0.0	0.002	0.021	0.0
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	0.001	0.009	0.0	0.073	0.291	0.0	0.002	0.021	0.0
CADM4	Q8NFZ8	False	CADM4_HUMAN		CPI-SS02D18D12B	0.0	0.0	0.0	0.0	0.511	0.0	0.001	0.0	0.0
EPB41L1	Q9H4G0	False	E41L1_HUMAN		CPI-SS0B3829651	0.0	0.014	0.06	0.003	0.042	0.0	0.0	0.0	0.098
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00661A3A4	0.006	0.092	0.805	0.099	1.356	0.006	0.005	0.0	0.25
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS0A5DF05C0	0.001	0.672	0.159	0.011	0.106	0.0	0.001	0.0	0.231
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	0.001	0.672	0.159	0.011	0.106	0.0	0.001	0.0	0.231
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.001	0.0	0.0	0.005	0.0	0.0	0.106	0.0	0.003
CD44	P16070	False	CD44_HUMAN		CPI-SS03DA2A820	0.124	0.03	0.14	0.91	0.495	0.03	0.566	0.428	0.316
CD44	P16070	False	CD44_HUMAN		CPI-SS02AB0C3E0	0.124	0.03	0.14	0.91	0.495	0.03	0.566	0.428	0.316
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	0.124	0.03	0.14	0.91	0.495	0.03	0.566	0.428	0.316
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D9366D11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D4CA5D92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D95D41D6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.0	0.069	0.132	0.01	0.0	0.0	0.002	0.0	0.016
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.0	0.069	0.132	0.01	0.0	0.0	0.002	0.0	0.016
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0F2C6A4D4	0.0	0.069	0.132	0.01	0.0	0.0	0.002	0.0	0.016
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS03189F5F6	0.0	0.069	0.132	0.01	0.0	0.0	0.002	0.0	0.016
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06B86672A	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0F6A7A4DF	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0AECC113F	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0735F5C3A	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04640F9C3	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0348DB5E3	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.0	0.003	0.004	0.0	0.0	0.0	0.0	0.0	0.003
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS015819E65	0.0	0.003	0.004	0.0	0.0	0.0	0.0	0.0	0.003
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0E134097C	0.0	0.003	0.004	0.0	0.0	0.0	0.0	0.0	0.003
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS00E68BB92	0.0	0.003	0.004	0.0	0.0	0.0	0.0	0.0	0.003
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BF3ED143	0.0	0.003	0.004	0.0	0.0	0.0	0.0	0.0	0.003
FGFRL1	Q8N441	False	FGRL1_HUMAN		CPI-SS0CB6968B9	0.003	0.021	0.156	0.032	0.0	0.0	0.005	0.0	0.069
CCR8	P51685	False	CCR8_HUMAN		CPI-SS04297753E	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
CCR8	P51685	False	CCR8_HUMAN		CPI-SS0ADC886E5	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SS0C1BD22BC	0.004	0.011	0.008	0.019	0.0	0.002	0.038	0.028	0.009
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS068C742A1	0.003	0.723	1.29	0.043	1.743	0.003	0.022	0.037	0.418
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.003	0.723	1.29	0.043	1.743	0.003	0.022	0.037	0.418
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0FB37E079	0.003	0.723	1.29	0.043	1.743	0.003	0.022	0.037	0.418
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.003	0.723	1.29	0.043	1.743	0.003	0.022	0.037	0.418
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	0.003	0.723	1.29	0.043	1.743	0.003	0.022	0.037	0.418
CR2	P20023	False	CR2_HUMAN		CPI-SS000568A0E	0.907	0.06	0.02	0.033	0.027	0.06	0.02	0.538	0.033
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.002	0.144	0.252	0.007	0.353	0.003	0.004	0.018	1.166
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS01158CABF	0.477	0.349	0.313	0.225	0.447	0.037	0.105	0.343	0.275
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.477	0.349	0.313	0.225	0.447	0.037	0.105	0.343	0.275
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.477	0.349	0.313	0.225	0.447	0.037	0.105	0.343	0.275
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0E2431C09	0.477	0.349	0.313	0.225	0.447	0.037	0.105	0.343	0.275
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0AFC7BACF	0.477	0.349	0.313	0.225	0.447	0.037	0.105	0.343	0.275
TNF	P01375	False	TNFA_HUMAN		CPI-SS072E1E27A	0.0	0.0	0.0	0.002	0.0	0.0	0.016	0.0	0.0
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS04A4A2334	0.008	0.0	0.007	0.01	0.0	0.0	0.006	0.016	0.006
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS00E3EB9FE	0.008	0.0	0.007	0.01	0.0	0.0	0.006	0.016	0.006
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS02246DA17	0.0	0.065	0.134	0.015	0.0	0.0	0.001	0.0	0.032
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0F52745F3	0.0	0.065	0.134	0.015	0.0	0.0	0.001	0.0	0.032
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0C17BB772	0.0	0.065	0.134	0.015	0.0	0.0	0.001	0.0	0.032
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS016EE0084	0.165	0.26	0.05	0.325	0.0	0.024	0.247	0.3	0.037
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.165	0.26	0.05	0.325	0.0	0.024	0.247	0.3	0.037
PDCD1LG2	Q9BQ51	False	PD1L2_HUMAN		CPI-SS0F5B6B186	0.061	0.028	0.0	0.025	0.0	0.005	0.129	0.095	0.0
CNTF	P26441	False	CNTF_HUMAN		CPI-SS0D795AC00	0.025	0.009	0.005	0.005	0.233	0.0	0.017	0.012	0.012
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0B02DE712	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS09375CA29	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS00A953C3A	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BF9FA3F2	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EGF	P01133	False	EGF_HUMAN		CPI-SS0F4D30D5A	0.005	0.039	0.016	0.006	0.0	0.004	0.001	0.034	0.006
TGFA	P01135	False	TGFA_HUMAN		CPI-SS0E25CE362	0.0	0.181	0.0	0.006	0.208	0.0	0.001	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0055264F3	0.488	0.6	0.122	0.857	0.04	0.045	0.508	0.711	0.204
AREG	P15514	False	AREG_HUMAN		CPI-SS0481D83A4	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
AREG	P15514	False	AREG_HUMAN		CPI-SS0D4C221B8	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS08CA619FE	0.243	0.782	1.11	1.258	0.597	0.033	0.078	0.266	0.543
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	0.243	0.782	1.11	1.258	0.597	0.033	0.078	0.266	0.543
GRN	P28799	False	GRN_HUMAN		CPI-SS054D158CC	0.243	0.782	1.11	1.258	0.597	0.033	0.078	0.266	0.543
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	0.243	0.782	1.11	1.258	0.597	0.033	0.078	0.266	0.543
BTC	P35070	False	BTC_HUMAN		CPI-SS0A19E9C34	0.0	0.0	0.003	0.007	0.106	0.004	0.001	0.0	0.0
BTC	P35070	False	BTC_HUMAN		CPI-SS06BC4D123	0.0	0.0	0.003	0.007	0.106	0.004	0.001	0.0	0.0
COPA	P53621	False	COPA_HUMAN		CPI-SS088A0A760	0.166	0.225	0.462	0.25	0.228	0.019	0.189	0.21	0.232
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	0.166	0.225	0.462	0.25	0.228	0.019	0.189	0.21	0.232
COPA	P53621	False	COPA_HUMAN		CPI-SS0E6E8A727	0.166	0.225	0.462	0.25	0.228	0.019	0.189	0.21	0.232
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0C10824C7	0.003	0.069	0.003	0.014	0.677	0.002	0.03	0.0	0.068
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0632A027A	0.003	0.069	0.003	0.014	0.677	0.002	0.03	0.0	0.068
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	0.002	0.0	0.211	0.041	0.0	0.0	0.002	0.0	0.025
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	0.002	0.0	0.211	0.041	0.0	0.0	0.002	0.0	0.025
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0F00D756A	0.002	0.0	0.211	0.041	0.0	0.0	0.002	0.0	0.025
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0E2863F09	0.002	0.0	0.211	0.041	0.0	0.0	0.002	0.0	0.025
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS09648FAA9	0.002	0.0	0.211	0.041	0.0	0.0	0.002	0.0	0.025
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	0.029	1.542	2.255	0.124	1.947	0.033	0.17	0.193	1.419
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.026	0.027	0.022	1.282	0.031	0.029	0.708	0.367	0.013
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.037	0.0	0.003	0.464	0.0	0.006	0.177	0.166	0.01
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0A4F27388	0.004	0.0	0.0	0.004	0.035	0.02	0.304	0.043	0.006
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS03A0C857B	0.004	0.0	0.0	0.004	0.035	0.02	0.304	0.043	0.006
NTF3	P20783	False	NTF3_HUMAN		CPI-SS004A073E1	0.002	0.066	0.211	0.0	0.0	0.0	0.0	0.0	0.211
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0ADA587B4	0.002	0.066	0.211	0.0	0.0	0.0	0.0	0.0	0.211
GPI	P06744	False	G6PI_HUMAN		CPI-SS0B1AB068C	0.608	0.569	0.496	0.593	0.242	0.076	0.73	0.772	0.424
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS0391D4602	0.09	0.181	0.192	0.192	0.022	0.015	0.05	0.079	0.1
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS00A6D366F	0.09	0.181	0.192	0.192	0.022	0.015	0.05	0.079	0.1
AIMP1	Q12904	False	AIMP1_HUMAN		CPI-SS05D1A6BEF	0.416	0.422	0.395	0.496	0.269	0.055	0.469	0.485	0.626
SELE	P16581	False	LYAM2_HUMAN		CPI-SS06F83AE58	0.0	0.022	0.003	0.0	0.0	0.0	0.001	0.0	0.003
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0DE0A486F	0.016	0.067	0.998	0.044	0.0	0.006	0.003	0.025	0.058
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0E00478B4	0.016	0.067	0.998	0.044	0.0	0.006	0.003	0.025	0.058
PGF	P49763	False	PLGF_HUMAN		CPI-SS0855C0353	0.001	0.048	0.009	0.0	0.0	0.0	0.002	0.0	0.013
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.001	0.048	0.009	0.0	0.0	0.0	0.002	0.0	0.013
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.001	0.048	0.009	0.0	0.0	0.0	0.002	0.0	0.013
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.008	0.032	0.053	0.009	0.038	0.0	0.005	0.0	0.032
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.008	0.032	0.053	0.009	0.038	0.0	0.005	0.0	0.032
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.008	0.032	0.053	0.009	0.038	0.0	0.005	0.0	0.032
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.0	0.519	0.009	0.0	0.0	0.0	0.0	0.0	0.011
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0F15C1AB3	0.001	0.343	0.014	0.002	0.027	0.0	0.001	0.0	0.022
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	0.001	0.0	0.8	0.0	0.333	0.0	0.008	0.0	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0268D47AD	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS016B111FE	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0714977CA	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0E1389B57	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	0.038	0.0	0.006	0.074	0.0	0.009	0.23	0.043	0.002
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	0.038	0.0	0.006	0.074	0.0	0.009	0.23	0.043	0.002
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS0795802F6	0.036	0.066	0.011	0.029	0.034	0.0	0.073	0.11	0.025
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.036	0.066	0.011	0.029	0.034	0.0	0.073	0.11	0.025
CNR2	P34972	False	CNR2_HUMAN		CPI-SS05BA6D9C3	0.29	0.016	0.008	0.07	0.026	0.013	0.006	0.165	0.026
GPRC5D	Q9NZD1	False	GPC5D_HUMAN		CPI-SS008F83E02	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.003
IDE	P14735	False	IDE_HUMAN		CPI-SS0A3569604	0.094	0.204	0.113	0.068	0.093	0.005	0.126	0.108	0.113
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0579FA162	0.001	0.011	0.022	0.019	0.094	0.0	0.011	0.0	0.005
