id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B-cells|B-cells	B-cells|Endothelial	B-cells|Fibroblast	B-cells|Macrophages	B-cells|Neuron	B-cells|RBC	B-cells|T-cells	B-cells|Unknown	B-cells|VSMC	Endothelial|B-cells	Endothelial|Endothelial	Endothelial|Fibroblast	Endothelial|Macrophages	Endothelial|Neuron	Endothelial|RBC	Endothelial|T-cells	Endothelial|Unknown	Endothelial|VSMC	Fibroblast|B-cells	Fibroblast|Endothelial	Fibroblast|Fibroblast	Fibroblast|Macrophages	Fibroblast|Neuron	Fibroblast|RBC	Fibroblast|T-cells	Fibroblast|Unknown	Fibroblast|VSMC	Macrophages|B-cells	Macrophages|Endothelial	Macrophages|Fibroblast	Macrophages|Macrophages	Macrophages|Neuron	Macrophages|RBC	Macrophages|T-cells	Macrophages|Unknown	Macrophages|VSMC	Neuron|B-cells	Neuron|Endothelial	Neuron|Fibroblast	Neuron|Macrophages	Neuron|Neuron	Neuron|RBC	Neuron|T-cells	Neuron|Unknown	Neuron|VSMC	RBC|B-cells	RBC|Endothelial	RBC|Fibroblast	RBC|Macrophages	RBC|Neuron	RBC|RBC	RBC|T-cells	RBC|Unknown	RBC|VSMC	T-cells|B-cells	T-cells|Endothelial	T-cells|Fibroblast	T-cells|Macrophages	T-cells|Neuron	T-cells|RBC	T-cells|T-cells	T-cells|Unknown	T-cells|VSMC	Unknown|B-cells	Unknown|Endothelial	Unknown|Fibroblast	Unknown|Macrophages	Unknown|Neuron	Unknown|RBC	Unknown|T-cells	Unknown|Unknown	Unknown|VSMC	VSMC|B-cells	VSMC|Endothelial	VSMC|Fibroblast	VSMC|Macrophages	VSMC|Neuron	VSMC|RBC	VSMC|T-cells	VSMC|Unknown	VSMC|VSMC
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	0.009	0.55	0.015	0.018	0.0	0.0	0.011	0.0	0.011	0.034	0.576	0.041	0.044	0.0	0.0	0.037	0.0	0.036	0.5	1.041	0.506	0.509	0.0	0.0	0.502	0.0	0.502	0.022	0.564	0.029	0.032	0.0	0.0	0.025	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.545	0.01	0.013	0.0	0.0	0.006	0.0	0.006	0.002	0.544	0.009	0.012	0.0	0.0	0.005	0.0	0.004	0.013	0.555	0.02	0.023	0.0	0.0	0.016	0.0	0.015	0.029	0.571	0.036	0.039	0.0	0.0	0.032	0.0	0.032
CPI-SS03156A825	LTA_LTBR	simple:P01374	simple:P36941	LTA	LTBR	True	False	True	I2D	False	0.014	0.225	0.236	0.164	0.125	0.0	0.016	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.215	0.226	0.154	0.116	0.0	0.006	0.0	0.169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.214	0.225	0.154	0.115	0.0	0.005	0.0	0.168	0.023	0.234	0.245	0.173	0.134	0.0	0.025	0.0	0.188	0.008	0.219	0.23	0.159	0.12	0.0	0.01	0.0	0.173	0.003	0.214	0.225	0.153	0.114	0.0	0.005	0.0	0.167
CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	TNFSF14	LTBR	True	False	True	curated	False	0.003	0.213	0.224	0.153	0.114	0.0	0.004	0.0	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.226	0.237	0.165	0.126	0.0	0.017	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.214	0.225	0.153	0.115	0.0	0.005	0.0	0.168	0.006	0.217	0.228	0.157	0.118	0.0	0.008	0.0	0.171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0110361CB	LTA_TNFRSF14	simple:P01374	simple:Q92956	LTA	TNFRSF14	True	False	True	curated	False	0.084	0.022	0.031	0.033	0.075	0.04	0.293	0.359	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.013	0.021	0.024	0.065	0.031	0.284	0.349	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.012	0.021	0.023	0.064	0.03	0.283	0.349	0.022	0.093	0.032	0.04	0.043	0.084	0.049	0.302	0.368	0.042	0.078	0.017	0.026	0.028	0.069	0.035	0.288	0.354	0.027	0.073	0.011	0.02	0.022	0.064	0.029	0.282	0.348	0.022
CPI-SS0C28FEC7D	TNFSF13_TNFRSF14	simple:O75888	simple:Q92956	TNFSF13	TNFRSF14	True	False	True	I2D,InnateDB-All	False	0.074	0.013	0.021	0.024	0.065	0.03	0.284	0.349	0.023	0.095	0.033	0.042	0.044	0.086	0.051	0.304	0.37	0.043	0.146	0.085	0.094	0.096	0.138	0.103	0.356	0.422	0.095	0.597	0.536	0.544	0.547	0.588	0.553	0.807	0.872	0.546	0.131	0.069	0.078	0.08	0.122	0.087	0.34	0.406	0.079	0.074	0.013	0.021	0.024	0.065	0.031	0.284	0.35	0.023	0.073	0.011	0.02	0.022	0.064	0.029	0.282	0.348	0.021	0.082	0.021	0.029	0.032	0.073	0.039	0.292	0.358	0.031	0.089	0.027	0.036	0.038	0.08	0.045	0.298	0.364	0.037
CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	TNFSF14	TNFRSF14	True	False	True	curated	False	0.072	0.011	0.02	0.022	0.064	0.029	0.282	0.348	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.023	0.032	0.035	0.076	0.041	0.294	0.36	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.012	0.02	0.023	0.064	0.03	0.283	0.348	0.022	0.076	0.015	0.023	0.026	0.067	0.033	0.286	0.352	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	CD160	TNFRSF14	False	True	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.011	0.02	0.022	0.064	0.029	0.282	0.348	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	BTLA	TNFRSF14	False	True	True	guidetopharmacology.org	False	0.351	0.29	0.298	0.301	0.342	0.307	0.561	0.626	0.3	0.086	0.025	0.033	0.036	0.077	0.043	0.296	0.362	0.035	0.075	0.014	0.022	0.025	0.066	0.031	0.284	0.35	0.024	0.077	0.016	0.025	0.027	0.068	0.034	0.287	0.353	0.026	0.104	0.043	0.051	0.054	0.095	0.061	0.314	0.38	0.053	0.082	0.021	0.029	0.032	0.073	0.039	0.292	0.358	0.031	0.104	0.042	0.051	0.053	0.095	0.06	0.313	0.379	0.052	0.387	0.326	0.335	0.337	0.378	0.344	0.597	0.663	0.336	0.081	0.019	0.028	0.03	0.072	0.037	0.29	0.356	0.029
CPI-SS0B89DD8C1	TNFSF13_TNFRSF17	simple:O75888	simple:Q02223	TNFSF13	TNFRSF17	True	False	True	curated	False	0.003	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.526	0.0	0.0	0.526	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0
CPI-SS0C412B7DE	CD70_TNFRSF17	simple:P32970	simple:Q02223	CD70	TNFRSF17	True	False	True	InnateDB-All	False	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FF49C823	EFNA1_EPHA1	simple:P20827	simple:P21709	EFNA1	EPHA1	True	False	True	curated	False	0.0	0.006	0.0	0.006	0.0	0.0	0.001	0.0	0.0	0.143	0.149	0.0	0.149	0.0	0.0	0.144	0.0	0.0	0.017	0.022	0.0	0.023	0.0	0.0	0.017	0.0	0.0	0.001	0.007	0.0	0.007	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.0	0.007	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.007	0.0	0.0	0.002	0.0	0.0
CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	EFNA1	EPHA2	True	False	True	curated	False	0.003	0.073	0.002	0.007	0.0	0.005	0.001	0.0	0.12	0.146	0.216	0.145	0.15	0.0	0.148	0.144	0.0	0.263	0.02	0.09	0.018	0.024	0.0	0.022	0.017	0.0	0.137	0.004	0.074	0.003	0.008	0.0	0.006	0.002	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.074	0.003	0.009	0.0	0.006	0.002	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.074	0.003	0.008	0.0	0.006	0.002	0.0	0.121
CPI-SS09CA492BA	EFNA1_EPHA3	simple:P20827	simple:P29320	EFNA1	EPHA3	True	False	True	curated	False	0.001	0.016	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.144	0.159	0.291	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.032	0.164	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.017	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.017	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.017	0.149	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0762B455F	EFNA1_EPHA5	simple:P20827	simple:P54756	EFNA1	EPHA5	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
CPI-SS0008137B6	EFNA4_EPHA5	simple:P52798	simple:P54756	EFNA4	EPHA5	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00F282936	CXCR6_CXCL16	simple:O00574	simple:Q9H2A7	CXCR6	CXCL16	True	True	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.059	0.132	0.377	0.0	0.004	0.006	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.087	0.16	0.405	0.0	0.032	0.034	0.0	0.049	0.011	0.066	0.139	0.384	0.0	0.011	0.013	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0AFE077D8	ACKR2_CCL4	simple:O00590	simple:P13236	ACKR2	CCL4	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.067	0.053	0.08	0.073	0.051	0.601	0.184	0.042	0.139	0.058	0.044	0.071	0.064	0.041	0.592	0.175	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03165AD8C	ACKR2_CCL2	simple:O00590	simple:P13500	ACKR2	CCL2	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.171	0.062	0.178	0.291	0.015	0.018	0.019	0.222	0.006	0.162	0.053	0.169	0.282	0.006	0.008	0.01	0.212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0AE4CF4E7	ACKR2_CCL5	simple:O00590	simple:P13501	ACKR2	CCL5	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.115	0.099	0.11	0.141	0.065	0.756	0.102	0.121	0.086	0.106	0.09	0.1	0.131	0.056	0.746	0.093	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BE8BE8E9	ACKR2_CCL8	simple:O00590	simple:P80075	ACKR2	CCL8	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F8C2FA91	CCR1_CCL8	simple:P32246	simple:P80075	CCR1	CCL8	True	True	False	curated	False	0.013	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
CPI-SS0E7EDE823	CCR3_CCL8	simple:P51677	simple:P80075	CCR3	CCL8	True	True	False	curated	False	0.001	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0DFAF1FE2	CCR5_CCL8	simple:P51681	simple:P80075	CCR5	CCL8	True	True	False	curated	False	0.019	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.0	0.123	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0
CPI-SS0ADA38C78	ACKR2_CCL7	simple:O00590	simple:P80098	ACKR2	CCL7	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.069	0.045	0.013	0.024	0.013	0.011	0.0	0.113	0.003	0.059	0.036	0.004	0.015	0.004	0.002	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08B91FD2A	CCR1_CCL7	simple:P32246	simple:P80098	CCR1	CCL7	True	True	False	curated	False	0.014	0.071	0.047	0.015	0.026	0.015	0.013	0.0	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.142	0.118	0.086	0.097	0.087	0.084	0.0	0.186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.061	0.038	0.006	0.017	0.006	0.004	0.0	0.105	0.009	0.066	0.042	0.01	0.021	0.011	0.008	0.0	0.11	0.004	0.061	0.037	0.005	0.016	0.005	0.003	0.0	0.105
CPI-SS0CBA3DA0D	CCR3_CCL7	simple:P51677	simple:P80098	CCR3	CCL7	True	True	False	curated	False	0.002	0.059	0.035	0.003	0.014	0.004	0.001	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.071	0.048	0.016	0.027	0.016	0.014	0.0	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.086	0.062	0.03	0.041	0.03	0.028	0.0	0.13	0.03	0.087	0.063	0.031	0.042	0.031	0.029	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B186A32C	CCR5_CCL7	simple:P51681	simple:P80098	CCR5	CCL7	True	True	False	curated	False	0.021	0.077	0.054	0.021	0.033	0.022	0.02	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.061	0.038	0.005	0.017	0.006	0.003	0.0	0.105	0.038	0.095	0.071	0.039	0.05	0.04	0.037	0.0	0.139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.063	0.039	0.007	0.018	0.007	0.005	0.0	0.107	0.116	0.173	0.149	0.117	0.128	0.118	0.115	0.0	0.217	0.023	0.08	0.056	0.024	0.035	0.024	0.022	0.0	0.124	0.003	0.059	0.036	0.003	0.015	0.004	0.001	0.0	0.103
CPI-SS0638E0E29	CCR10_CCL7	simple:P46092	simple:P80098	CCR10	CCL7	True	True	False	I2D	False	0.005	0.062	0.038	0.006	0.017	0.007	0.004	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.067	0.044	0.011	0.023	0.012	0.009	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.059	0.036	0.004	0.015	0.004	0.002	0.0	0.104
CPI-SS0D34B5517	ACKR2_CCL27	simple:O00590	simple:Q9Y4X3	ACKR2	CCL27	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.013	0.034	0.0	0.026	0.0	0.011	0.0	0.017	0.002	0.003	0.025	0.0	0.017	0.0	0.002	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B2979A10	CCR10_CCL27	simple:P46092	simple:Q9Y4X3	CCR10	CCL27	True	True	False	curated	False	0.004	0.006	0.028	0.0	0.02	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.011	0.033	0.0	0.025	0.0	0.01	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.025	0.0	0.017	0.0	0.002	0.0	0.007
CPI-SS041751A4D	CCR1_CCL18	simple:P32246	simple:P55774	CCR1	CCL18	True	True	False	guidetopharmacology.org	False	0.599	0.056	0.057	0.49	0.086	0.084	0.398	0.504	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.127	0.128	0.561	0.157	0.155	0.469	0.575	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.046	0.047	0.481	0.077	0.075	0.388	0.495	0.031	0.594	0.051	0.052	0.485	0.081	0.079	0.393	0.499	0.035	0.589	0.046	0.046	0.48	0.076	0.074	0.388	0.494	0.03
CPI-SS03188FD02	CCR8_CCL18	simple:P51685	simple:P55774	CCR8	CCL18	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.587	0.044	0.045	0.478	0.074	0.072	0.386	0.492	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08920B6FF	PODXL_SELL	simple:O00592	simple:P14151	PODXL	SELL	False	False	False	curated	False	0.364	0.022	0.02	0.196	0.028	0.051	0.375	0.538	0.011	0.7	0.358	0.356	0.532	0.364	0.388	0.711	0.874	0.347	0.365	0.023	0.021	0.197	0.029	0.052	0.376	0.539	0.012	0.365	0.023	0.021	0.197	0.029	0.052	0.376	0.539	0.012	0.467	0.126	0.123	0.3	0.132	0.155	0.478	0.641	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.364	0.022	0.02	0.197	0.028	0.052	0.375	0.538	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.365	0.023	0.021	0.198	0.029	0.053	0.376	0.539	0.012
